time,drone_id,x,y,z,velocity_x,velocity_y,velocity_z,input_command,target_x,target_y,target_z,battery_level,rpm,x_min,x_max,y_min,y_max,z_min,z_max,timeout
1,1,-6.2677595037561,-0.295390861004599,16.7645215340059,-3.29900717633651,1.35733443172253,0.988646495303998,hover,-0.222854727830802,9.42780820313018,2.24902758701396,103.516068871004,1319,-10,10,-10,10,0,20,3
1,2,-0.0275497452749995,1.35705318575576,8.53008502672709,-3.38691892642175,-1.16803237019007,0.468885461693607,move_forward,8.61551718096247,9.55538315404468,1.87193092011907,103.10867472209,1301,-10,10,-10,10,0,20,2
1,3,-2.87487315007447,-0.488431167335591,13.420440365667,0.852429193624185,-3.21133894927003,1.81242150409424,descend,8.24393508504153,-7.97741362224762,5.86589285934263,100.05794102692,1252,-10,10,-10,10,0,20,4
1,4,-4.34029247571783,-5.49279508411286,6.62579285251178,-0.321099822406472,2.04703210526538,0.0317894730496336,ascend,8.10966433694454,9.30515497939453,12.5653470510491,100.460155850275,1309,-10,10,-10,10,0,20,2
1,5,9.82387495137598,-4.26345430481575,14.1238285917873,0.235730696834727,-2.16155695423759,1.75105337993441,hover,-6.31131768601292,-9.08683353045234,17.700830040825,103.998971928991,1059,-10,10,-10,10,0,20,2
1,6,-7.595428200187,1.44185044521446,18.987802692583,-1.75333262291898,3.89757709620381,-0.930544368141994,ascend,3.31654320089606,9.4668941344174,12.4539964307704,100.117689462787,1187,-10,10,-10,10,0,20,0
1,7,-5.37443843788443,-8.95582733412296,18.0351263342703,2.02308099154579,-0.5013347352029,1.10847212945775,move_forward,2.43726194523573,-2.11813638301699,7.18555922900424,100.244262304461,1171,-10,10,-10,10,0,20,3
1,8,-0.789050778224281,2.9090474687118,10.2704168253503,1.34064993272499,-1.26100188660226,-0.236820316366097,descend,-6.25655858920323,2.22660293275903,1.03883962736692,102.678634742269,1422,-10,10,-10,10,0,20,2
1,9,-1.21950224681572,-7.01885833508624,0.565589017915857,2.1914334740743,1.27154423152667,-2.17436863510099,hover,-2.49816738024028,6.57787490113541,16.8355316390952,103.126192257789,1481,-10,10,-10,10,0,20,5
1,10,-7.74601015238545,2.96574898451171,9.61608103358879,-1.49774996302252,1.4335280834075,-0.011025802834086,move_forward,-8.79275541152062,-4.75085070191942,13.0213873740496,100.468019552249,1319,-10,10,-10,10,0,20,2
2,1,5.31396251349401,3.05831364312271,7.62978130565033,-1.27738033400925,-0.809762399808673,4.78772491297546,descend,-1.15006094803754,-0.916283607689554,18.9056401837328,100.695594762751,1442,-10,10,-10,10,0,20,0
2,2,-3.16470233525379,5.3205489138883,6.85607403038786,0.851433701113556,-0.149086206766996,-2.79761457371197,descend,2.03136696716944,2.98834901922732,6.85441265164441,102.066496277874,1351,-10,10,-10,10,0,20,5
2,3,-8.89884307687631,-8.03276098908539,12.9956557094552,0.634936929775938,2.99673655185307,-3.10760158229978,ascend,3.52460180564506,-2.48483657565017,17.2691698293422,101.05988375493,1066,-10,10,-10,10,0,20,4
2,4,-5.94830038256147,7.37030396402184,15.0231464379922,-0.68833245552608,-1.96012851460655,3.71469083977419,move_forward,-3.5762309433747,-4.31413851087376,8.70631611568415,104.11879525591,1463,-10,10,-10,10,0,20,3
2,5,2.5516361854006,4.38527853644821,0.478257627193104,0.280675974952784,-0.996085475128966,-0.855546050019688,descend,-9.54744026488187,-8.69851915070707,18.4791267145029,102.270714319721,1183,-10,10,-10,10,0,20,2
2,6,-6.97252668347098,-7.00782802734668,7.01604183274287,-0.37225082692505,1.17592123665263,-0.0420827940199878,descend,-7.37494896806419,7.7278294177659,13.4911485125753,103.775798190115,1328,-10,10,-10,10,0,20,5
2,7,9.59579743782569,-4.99693972804042,12.4914140708438,1.35859978483036,-0.017533822010459,3.82388263449367,hover,-7.51712425555664,-9.94419157341776,3.05905579963686,102.270804123217,1255,-10,10,-10,10,0,20,2
2,8,-3.78807092567174,-9.92889105093579,16.3048489062734,1.6491746279313,-0.120806653332125,-1.61352766026889,move_backward,6.47941774456145,7.04381298797272,9.34503510867005,104.453494865881,1421,-10,10,-10,10,0,20,0
2,9,-5.24802224655827,6.35141762537405,8.11657429612518,-0.287624537214596,2.14953911269181,3.40437806667465,move_forward,1.49067180347994,8.31850050900443,9.9086481758072,100.430061885401,1163,-10,10,-10,10,0,20,1
2,10,1.16596983061812,-8.6504639389782,1.37955692421717,-2.56977377972544,0.872404331287671,2.18256560549014,move_forward,9.40491123355036,9.96853578683742,19.7490961349808,100.350432890094,1480,-10,10,-10,10,0,20,3
3,1,-8.51826965220168,-3.76358192168548,17.9034155999121,1.29950004663006,-3.61235720083033,2.04939279746706,move_backward,-5.09738489631607,-8.71755536468215,5.26296638707552,99.9136018063145,1242,-10,10,-10,10,0,20,2
3,2,-2.37421983945326,7.73530230024814,8.41115029674785,-0.594649970119298,-3.39438945209089,-1.19741858059474,ascend,-9.4148302592554,4.04621836717273,0.152711095447919,102.454603401397,1204,-10,10,-10,10,0,20,1
3,3,3.04919448291802,-3.59445823260077,2.0734424899167,0.179178333138455,-1.74316166850457,2.25151900145225,move_forward,6.95484983828717,5.25322127442253,16.140275492397,102.564762218276,1355,-10,10,-10,10,0,20,4
3,4,-3.58104277725739,0.632969890015485,17.4638791521968,-1.45096526081339,0.00152874422373436,-0.375022626525191,move_backward,2.60366702853355,9.66072444153912,11.7040067904509,103.603182587976,1234,-10,10,-10,10,0,20,3
3,5,-6.4179175811684,2.68923393540881,19.2591755073676,0.195172723140205,-0.0911892782437687,1.71651135321119,hover,7.61599085722684,-9.92252928973025,10.2305818439885,102.792318171604,1283,-10,10,-10,10,0,20,2
3,6,-3.58974311703923,2.0315959691647,18.26305484745,1.36528648128272,2.79218330772114,-2.77717830031738,descend,-7.79743319634379,0.905237546611136,13.7757179794567,100.137084941691,1389,-10,10,-10,10,0,20,2
3,7,7.96599896357354,-3.8591225214886,1.22102292471438,-1.47433024351866,-2.90207152374087,3.04150747655965,hover,-7.70663133634317,-9.75180108061006,4.32454658552463,99.4571376440704,1321,-10,10,-10,10,0,20,3
3,8,-5.08915711225404,-6.12505319893252,1.81741156296042,-0.556910879272646,-4.04418598201478,0.813459685409156,descend,-3.83764622340424,4.88888895255258,16.7869855513755,100.712159601149,1257,-10,10,-10,10,0,20,2
3,9,-3.17577708864524,6.78283610279772,19.6498500301196,0.144763713624197,-2.05349514280123,-2.34594097541496,descend,-3.42928393144205,-4.63627254664281,11.0047820761701,100.302584480865,1339,-10,10,-10,10,0,20,0
3,10,-9.31885631037569,-4.26963090463975,1.54780094065851,3.06223823497508,2.74533940193486,-1.22423581372375,hover,-1.3909537333508,-1.6756372623438,14.5752696651179,101.432368394574,1476,-10,10,-10,10,0,20,5
4,1,9.0282863302152,-3.07997594422271,5.80488417567113,3.35145069465572,-1.47673800409132,-3.63100593984219,descend,8.10925499461607,-1.94939528805967,4.31522504345026,99.5936974162332,1467,-10,10,-10,10,0,20,3
4,2,-2.45015653569941,3.29862882400015,15.8438052888833,-2.09659342375554,0.450526420176468,-0.964739459129871,move_backward,4.23664912810328,-6.66186815751249,8.85554346244418,102.364967841812,1465,-10,10,-10,10,0,20,3
4,3,2.52948847896065,3.6163784545593,18.4639504631619,-1.73952342147625,-0.322129108561947,-1.31564989252682,move_forward,7.81375746797096,-0.186580674267997,16.1164701883372,100.832194546557,1275,-10,10,-10,10,0,20,2
4,4,7.93658014528762,3.52240162010662,16.5679389666159,-0.682373213254705,-1.26680528044117,0.78940594810175,ascend,-9.31875743656451,-1.26896204515388,18.7372742081727,100.510444814044,1285,-10,10,-10,10,0,20,2
4,5,-9.46322742075488,0.00838384515442669,16.5402981516002,-0.663056607339229,-2.30028912428153,-1.9813444484885,move_forward,-3.4118061776607,3.18992495134449,0.260082485344557,102.790339283387,1195,-10,10,-10,10,0,20,0
4,6,-1.87969194998663,4.32615273602358,18.4267282956371,2.56986915186306,2.00144061880415,2.1467826925475,move_backward,6.01921944434837,1.09957702975098,8.37744295033125,99.8356125329601,1327,-10,10,-10,10,0,20,5
4,7,-4.50803130262035,6.80327874778775,1.41510488538696,-0.93066225764901,-0.773901753177738,-1.32390079242427,move_forward,-3.67250367521561,9.18223705059803,9.97347978484024,102.893042583627,1006,-10,10,-10,10,0,20,3
4,8,1.52902642912496,6.14757641806671,13.0993612303717,3.55832310257494,3.78547170223508,-1.24063154300306,hover,5.81951297282957,-8.78589791552069,7.79654384906911,100.699829271307,1367,-10,10,-10,10,0,20,0
4,9,5.85150975108306,5.65457885503766,10.6479538643749,-1.89381730029416,-1.69385542426962,0.584605516711549,hover,-8.75915014980942,-7.40776035443369,9.01228144574872,102.561679219613,1428,-10,10,-10,10,0,20,2
4,10,-9.02430991927744,-3.72335280254416,12.8326233544104,2.04369364933614,-0.918149546763115,-0.00921969706392496,move_backward,1.9025658505845,0.728492178364,6.61746281239881,101.258451131257,1397,-10,10,-10,10,0,20,2
5,1,-0.747865280653645,-2.6435266440067,13.5914123920851,0.498352258605377,0.883087518572704,-0.0538523989949982,ascend,-0.450315820040281,-8.66824754096789,8.22056974367212,103.845459792272,1391,-10,10,-10,10,0,20,4
5,2,5.31301232017333,5.13161607725641,16.8654063409034,1.86350035322801,2.41152609775686,-2.04251549232942,ascend,-0.158786983209371,-4.83810763430331,0.739324426173524,103.871906615169,1363,-10,10,-10,10,0,20,0
5,3,-7.04210885256803,4.09648198213376,7.61987044805036,-2.39659845854998,-0.494915904250526,-1.68946742392209,move_forward,8.60496326276088,-9.9056104424638,13.0008116284543,102.392662305262,1127,-10,10,-10,10,0,20,5
5,4,-4.12082451572316,-9.46279231694788,1.86614325793594,1.15632668135046,0.820620451656609,2.00530979972426,move_forward,6.50830920147386,-9.29954829822175,8.10949944586539,100.248343776418,1240,-10,10,-10,10,0,20,5
5,5,-4.38630364809468,1.98285018617187,0.524522772952201,-1.83071383800009,1.88028988453244,-3.48692798341695,move_backward,-3.23850281941076,3.4223309906196,1.04732638125478,102.671545331926,1250,-10,10,-10,10,0,20,5
5,6,-4.20455167264871,-2.46879146014232,2.27510723301849,3.94941497459577,-0.659422849995243,-3.2180257020373,move_forward,0.135747590697651,-3.43824517502503,15.0704828218829,103.180029123017,1127,-10,10,-10,10,0,20,3
5,7,-1.29669534071685,-6.84591708608841,12.0096240734368,1.44273398241416,-2.7402743266114,2.22025506973876,descend,-1.45286626357466,-6.95238339274464,4.95092005026929,101.236843968518,1266,-10,10,-10,10,0,20,2
5,8,5.46229624544757,7.63362284900814,14.6818418695225,-0.461098545074991,0.671207644152449,0.813442546663856,hover,-0.0761600610813709,-3.79061288985996,11.5714892776954,103.718044685194,1213,-10,10,-10,10,0,20,0
5,9,8.58867757571932,8.49964502665836,7.16613839108627,-1.47399569351961,2.82179051088388,0.0627408125361079,descend,3.69587528287055,-8.15206809304616,17.4515793407889,103.714689401099,1048,-10,10,-10,10,0,20,5
5,10,8.18791229712047,-9.77317718880478,10.4736540749091,0.341186513056589,-1.19950088235526,1.41313614547464,move_forward,1.51371962766363,2.63838297424467,5.56408007774198,103.199182113999,1213,-10,10,-10,10,0,20,3
6,1,6.66933963041535,-4.5962907277088,8.01601472344554,0.181113849085005,-0.446631031843962,-2.53785725249681,move_forward,-9.34769101394194,-1.40514913133957,0.745245589480426,103.678988765181,1261,-10,10,-10,10,0,20,5
6,2,-2.33504157319971,7.68904473809565,5.10035218662306,2.30340591530598,2.30625022724728,-1.05119012800876,move_forward,1.35194572371683,7.89023770889995,4.28331607735788,98.8192957943036,1441,-10,10,-10,10,0,20,1
6,3,-5.10270755305844,2.81834070279478,6.09048962416936,2.14340489629191,0.842813250393945,2.84481763840579,ascend,6.0264012942333,-6.85773424045064,12.5033079355981,102.294926763798,1043,-10,10,-10,10,0,20,3
6,4,7.77133044281133,-4.72667983620748,4.6957105060866,1.86722302543016,-0.0469745508090826,-2.20135764211315,ascend,3.15907914169396,1.25896762480151,5.83657475297695,101.911524923576,1358,-10,10,-10,10,0,20,1
6,5,-1.7545368290185,-2.75588573171742,15.6278404400506,-2.55738616904259,3.2282013959551,-1.13953736056041,descend,5.67180776356046,3.54124125395211,2.99623460037799,102.28309739809,1064,-10,10,-10,10,0,20,5
6,6,7.72823698485731,0.300092258748393,13.5881749186327,1.95901416937223,-0.655471943290141,1.09081439788833,move_backward,5.62860653820488,-6.18234666483552,8.57282681207955,98.8722837355815,1162,-10,10,-10,10,0,20,0
6,7,-0.989650758319573,1.44549860357154,15.8404656396636,-0.286333234122138,0.080286802176644,2.02656662706565,move_backward,0.896667969374839,8.02247900340737,1.03653417808015,102.843012593401,1167,-10,10,-10,10,0,20,1
6,8,6.44803615291474,-3.03530842013147,3.30941190736467,-3.17298220599952,2.15493569286086,1.39041082857639,move_backward,8.78187030704868,3.60387928896103,18.3484749689487,100.083458354506,1443,-10,10,-10,10,0,20,5
6,9,-3.99873119926635,-8.53218106612415,15.3479746992027,-2.27055806356487,0.307218745167154,-0.269637035538945,move_forward,-6.6099625877011,0.628984827191605,12.6760171638792,98.8704800209135,1235,-10,10,-10,10,0,20,5
6,10,-7.71943128643858,-1.14917696699641,13.1909577632311,-1.04516808359312,3.14636063556137,1.53887056566661,ascend,1.09524651913478,7.58556969023837,11.1571538143959,102.561670300757,1448,-10,10,-10,10,0,20,5
7,1,-7.38286634708104,-6.21692132296023,3.07279661785113,-3.19485738103087,-2.80376970202081,0.715291151769354,move_forward,8.37846864021105,4.67148886746245,6.02293904201697,101.077872395152,1129,-10,10,-10,10,0,20,4
7,2,-7.66478497916969,4.92083126515203,16.1957821418838,1.54618729423835,-1.15723648222817,0.394263095549674,descend,-8.25469931079862,6.57434852320145,13.7188941687769,99.9366252754788,1485,-10,10,-10,10,0,20,1
7,3,-4.00118154110204,-1.77630218622275,4.72978374230841,-1.3278893955727,0.966093960405754,-1.74759090186731,descend,-4.07656353427988,-0.744362234313122,18.5046483335856,99.6794457114801,1000,-10,10,-10,10,0,20,5
7,4,3.60083891256597,0.299036106939072,10.4413776223814,-3.80522036714779,2.04154671820302,0.309047139809141,ascend,-9.84675108999192,0.905698680642015,10.1822074889317,99.833894601607,1022,-10,10,-10,10,0,20,5
7,5,-9.03500164788736,-3.67359005005707,15.6683886087856,3.70832737674194,0.514672430663218,2.22227377794401,move_forward,3.01973594252756,3.29230040299835,18.7755960104053,101.275406328589,1199,-10,10,-10,10,0,20,4
7,6,-1.18931056447126,-7.3425211044388,8.78407495883564,0.335678637095174,-0.73259752545679,-0.433747312538054,move_forward,0.447006921091507,-0.191339326975053,1.77357869084954,99.8542581654641,1224,-10,10,-10,10,0,20,3
7,7,4.18890583007891,9.85239618562837,18.643897401852,-2.39439327354455,3.51317763115156,-1.97099735379977,move_backward,1.94013330535744,-5.19545761752574,1.40590322955509,100.100206075545,1407,-10,10,-10,10,0,20,0
7,8,-2.91053809121903,-7.35978251182049,3.16359260669187,-1.15737244191084,0.720060523455258,-4.12456893403267,move_forward,-6.52456833550793,3.02802129477095,9.97392811966229,100.022553442835,1416,-10,10,-10,10,0,20,4
7,9,8.76338807507008,-9.99347807319762,12.8077844926752,-2.60240533909292,-1.40406130575403,-2.44689318021559,ascend,-5.20784598826578,-3.07719596605097,4.99239670800456,100.53532157072,1210,-10,10,-10,10,0,20,3
7,10,5.75105945913217,-4.60011152758667,16.8796472145182,1.745514914349,2.43933770032724,-1.96040113660741,hover,2.20700524225886,4.03105618550087,2.23235425506416,99.0791186623505,1299,-10,10,-10,10,0,20,4
8,1,6.29156348072641,-8.21126069713203,14.6255741065149,1.22848876112388,-0.0641503240802548,-2.10374147886685,ascend,4.63730119647393,-9.19016768681658,8.49045525713194,101.101075435215,1477,-10,10,-10,10,0,20,1
8,2,-7.67335807551197,2.92440135785586,2.16822179570048,3.5549606353394,-1.73588405985007,0.342009859957454,move_backward,6.60108425213761,-0.219213350976268,15.2145651223616,102.975539676744,1451,-10,10,-10,10,0,20,1
8,3,0.941222119564124,5.6941896199122,3.88882188504464,0.577342151972438,-0.136327451306474,0.576746302766781,ascend,-8.30355080738327,-4.03734297631967,18.3425871775376,100.75259096373,1135,-10,10,-10,10,0,20,4
8,4,5.44344210365934,-9.57400751780665,17.5997238499508,2.22079249312082,-1.54751863104357,1.07977037425412,ascend,8.59904087353541,-4.36079130171025,3.37759942688505,102.12583302015,1239,-10,10,-10,10,0,20,3
